pert_iname,cell_iname,norm_cs,bioactivity_class,SMILE
anagrelide,MDAMB231,0.68,inactive,C1C2=C(C=CC(=C2Cl)Cl)N=C3N1CC(=O)N3
cianidanol,MDAMB231,0.67,inactive,C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
temazepam,MDAMB231,0.67,inactive,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3
tetrindole,MDAMB231,0.67,inactive,C1CCC(CC1)C2=CC3=C(C=C2)N4CCNC5C4=C3CCC5.Cl
vilazodone,MDAMB231,0.67,inactive,C1CN(CCN1CCCCC2=CNC3=C2C=C(C=C3)C#N)C4=CC5=C(C=C4)OC(=C5)C(=O)N
perindopril,MDAMB231,0.66,inactive,CCC[C@@H](C(=O)OCC)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O
lorglumide,MDAMB231,0.66,inactive,CCCCCN(CCCCC)C(=O)C(CCC(=O)O)NC(=O)C1=CC(=C(C=C1)Cl)Cl
pimozide,MDAMB231,0.66,inactive,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
PSI-6130,MDAMB231,0.66,inactive,C[C@]1([C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)O)F
tamsulosin,MDAMB231,0.65,inactive,CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N
tedizolid,MDAMB231,0.65,inactive,CN1N=C(N=N1)C2=NC=C(C=C2)C3=C(C=C(C=C3)N4C[C@@H](OC4=O)CO)F
cabergoline,MDAMB231,0.65,inactive,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)CC=C
fluspirilene,MDAMB231,0.65,inactive,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
ecabet,MDAMB231,0.65,inactive,CC(C)C1=C(C=C2C(=C1)CC[C@@H]3[C@@]2(CCC[C@@]3(C)C(=O)O)C)S(=O)(=O)O
ALX-5407,MDAMB231,0.65,inactive,CN(CC[C@H](C1=CC=C(C=C1)F)OC2=CC=C(C=C2)C3=CC=CC=C3)CC(=O)O
amrinone,MDAMB231,0.65,inactive,C1=CN=CC=C1C2=CNC(=O)C(=C2)N
TG-100115,MDAMB231,0.65,inactive,C1=CC(=CC(=C1)O)C2=NC3=C(N=C(N=C3N=C2C4=CC(=CC=C4)O)N)N
cinepazide,MDAMB231,0.64,inactive,COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)N2CCN(CC2)CC(=O)N3CCCC3
tamoxifen,MDAMB231,0.64,inactive,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3
zidovudine,MDAMB231,0.64,inactive,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-]
PK-11195,MDAMB231,0.63,inactive,CCC(C)N(C)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3Cl
etofenamate,MDAMB231,0.63,inactive,C1=CC=C(C(=C1)C(=O)OCCOCCO)NC2=CC=CC(=C2)C(F)(F)F
pralatrexate,MDAMB231,0.63,inactive,C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
NXY-059,MDAMB231,0.63,inactive,CC(C)(C)/[N+](=C/C1=C(C=C(C=C1)S(=O)(=O)[O-])S(=O)(=O)[O-])/[O-].[Na+].[Na+]
SR-2640,MDAMB231,0.63,inactive,C1=CC=C2C(=C1)C=CC(=N2)COC3=CC=CC(=C3)NC4=CC=CC=C4C(=O)O
MD-920,MDAMB231,0.63,inactive,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
bezafibrate,MDAMB231,0.63,inactive,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl
dienogest,MDAMB231,0.63,inactive,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(CC#N)O
dexfenfluramine,MDAMB231,0.63,inactive,CCN[C@@H](C)CC1=CC(=CC=C1)C(F)(F)F
avasimibe,MDAMB231,0.62,inactive,CC(C)C1=C(C(=CC=C1)C(C)C)OS(=O)(=O)NC(=O)CC2=C(C=C(C=C2C(C)C)C(C)C)C(C)C
tolbutamide,MDAMB231,0.62,inactive,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C
ABT-737,MDAMB231,0.62,inactive,CN(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=CC=CC=C5C6=CC=C(C=C6)Cl)[N+](=O)[O-]
cinnarizine,MDAMB231,0.62,inactive,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4
acifran,MDAMB231,0.62,inactive,CC1(C(=O)C=C(O1)C(=O)O)C2=CC=CC=C2
sarcosine,MDAMB231,0.62,inactive,CNCC(=O)O
oseltamivir-carboxylate,MDAMB231,0.62,inactive,CCC(CC)O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)N)C(=O)O
resatorvid,MDAMB231,0.62,inactive,CCOC(=O)C1=CCCC[C@H]1S(=O)(=O)NC2=C(C=C(C=C2)F)Cl
AICA-ribonucleotide,MDAMB231,0.61,inactive,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)C(=O)N
CI-966,MDAMB231,0.61,inactive,C1CN(CC(=C1)C(=O)O)CCOC(C2=CC=C(C=C2)C(F)(F)F)C3=CC=C(C=C3)C(F)(F)F
donitriptan,MDAMB231,0.61,inactive,C1CN(CCN1C2=CC=C(C=C2)C#N)C(=O)COC3=CC4=C(C=C3)NC=C4CCN
pazopanib,MDAMB231,0.61,inactive,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N
oxybutynin,MDAMB231,0.6,inactive,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O
methyldopa,MDAMB231,0.6,inactive,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N
probucol,MDAMB231,0.6,inactive,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C
zolpidem,MDAMB231,0.6,inactive,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C
bemegride,MDAMB231,0.6,inactive,CCC1(CC(=O)NC(=O)C1)C
meclizine,MDAMB231,0.6,inactive,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl
famciclovir,MDAMB231,0.6,inactive,CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C
pramipexole,MDAMB231,0.6,inactive,CCCN[C@H]1CCC2=C(C1)SC(=N2)N
LY-2090314,MDAMB231,0.6,inactive,C1CCN(CC1)C(=O)N2CCN3C=C(C4=CC(=CC(=C43)C2)F)C5=C(C(=O)NC5=O)C6=CN=C7N6C=CC=C7
lafutidine,MDAMB231,0.6,inactive,C1CCN(CC1)CC2=CC(=NC=C2)OC/C=C\CNC(=O)CS(=O)CC3=CC=CO3
cilostazol,MDAMB231,0.6,inactive,C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4
L-655240,MDAMB231,0.6,inactive,CC1=C(N(C2=C1C=C(C=C2)F)CC3=CC=C(C=C3)Cl)CC(C)(C)C(=O)O
SB-705498,MDAMB231,0.6,inactive,C1CN(C[C@@H]1NC(=O)NC2=CC=CC=C2Br)C3=NC=C(C=C3)C(F)(F)F
tebipenem,MDAMB231,0.59,inactive,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1SC3CN(C3)C4=NCCS4)C(=O)O)[C@@H](C)O
moxifloxacin,MDAMB231,0.59,inactive,COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O
itopride,MDAMB231,0.59,inactive,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C=C2)OC)OC
BMS-299897,MDAMB231,0.59,inactive,C[C@H](C1=C(C=C(C=C1)F)CCCC(=O)O)N(C2=C(C=CC(=C2)F)F)S(=O)(=O)C3=CC=C(C=C3)Cl
losartan,MDAMB231,0.58,inactive,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
rimonabant,MDAMB231,0.58,inactive,CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Cl
chlorambucil,MDAMB231,0.58,inactive,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl
goserelin-acetate,MDAMB231,0.58,inactive,CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(=O)N)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6
histamine,MDAMB231,0.58,inactive,C1=C(NC=N1)CCN
rilpivirine,MDAMB231,0.58,inactive,CC1=CC(=CC(=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C)/C=C/C#N
ginkgolide-b,MDAMB231,0.58,inactive,C[C@@H]1C(=O)O[C@@H]2[C@]1([C@@]34C(=O)O[C@H]5[C@]3([C@H]2O)[C@@]6([C@@H](C5)C(C)(C)C)[C@H](C(=O)O[C@H]6O4)O)O
KU-55933,MDAMB231,0.57,inactive,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4
GNF-2,MDAMB231,0.57,inactive,C1=CC(=CC(=C1)C(=O)N)C2=CC(=NC=N2)NC3=CC=C(C=C3)OC(F)(F)F
ambrisentan,MDAMB231,0.57,inactive,CC1=CC(=NC(=N1)O[C@H](C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C
GSK-1904529A,MDAMB231,0.57,inactive,CCC1=CC(=C(C=C1N2CCC(CC2)N3CCN(CC3)S(=O)(=O)C)OC)NC4=NC=CC(=N4)C5=C(N=C6N5C=CC=C6)C7=CC(=C(C=C7)OC)C(=O)NC8=C(C=CC=C8F)F
tomelukast,MDAMB231,0.57,inactive,CCCC1=C(C=CC(=C1O)C(=O)C)OCCCCC2=NNN=N2
fomocaine,MDAMB231,0.57,inactive,C1COCCN1CCCC2=CC=C(C=C2)COC3=CC=CC=C3
lacosamide,MDAMB231,0.56,inactive,CC(=O)N[C@H](COC)C(=O)NCC1=CC=CC=C1
estramustine-phosphate,MDAMB231,0.56,inactive,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OP(=O)(O)O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl
clozapine,MDAMB231,0.56,inactive,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42
dexniguldipine,MDAMB231,0.55,inactive,CC1=C([C@H](C(=C(N1)C)C(=O)OCCCN2CCC(CC2)(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC
enoxolone,MDAMB231,0.55,inactive,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)(C)C(=O)O
GSK-2636771,MDAMB231,0.55,inactive,CC1=C(C=CC=C1C(F)(F)F)CN2C(=NC3=C(C=C(C=C32)N4CCOCC4)C(=O)O)C
griseofulvin,MDAMB231,0.55,inactive,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC
metergoline,MDAMB231,0.54,inactive,CN1C[C@@H](C[C@H]2[C@H]1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5
melperone,MDAMB231,0.54,inactive,CC1CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F
cytarabine,MDAMB231,0.54,inactive,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O
lerisetron,MDAMB231,0.54,inactive,C1CN(CCN1)C2=NC3=CC=CC=C3N2CC4=CC=CC=C4
API-001,MDAMB231,0.54,inactive,CC1=CC(=NN1C2=CC3=CC=CC=C3C=C2)OCCN4CCOCC4
tipiracil,MDAMB231,0.54,inactive,C1CC(=N)N(C1)CC2=C(C(=O)NC(=O)N2)Cl
valsartan,MDAMB231,0.53,inactive,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O
ranitidine,MDAMB231,0.53,inactive,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C
maxacalcitol,MDAMB231,0.53,inactive,C[C@@H]([C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C)OCCC(C)(C)O
mestinon,MDAMB231,0.52,inactive,C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-]
torin-2,MDAMB231,0.52,inactive,C1=CC(=CC(=C1)N2C(=O)C=CC3=CN=C4C=CC(=CC4=C32)C5=CN=C(C=C5)N)C(F)(F)F
phenprocoumon,MDAMB231,0.52,inactive,CCC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
rilmenidine,MDAMB231,0.51,inactive,C1CC1C(C2CC2)NC3=NCCO3
bopindolol,MDAMB231,0.51,inactive,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C3=CC=CC=C3
darifenacin,MDAMB231,0.5,inactive,C1CN(C[C@@H]1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5
hesperidin,MDAMB231,0.5,inactive,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O
urea,MDAMB231,0.5,inactive,C(=O)(N)N
econazole,MDAMB231,0.5,inactive,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
dolasetron,MDAMB231,0.5,inactive,C1[C@@H]2CC(C[C@H]3N2CC(=O)C1C3)OC(=O)C4=CNC5=CC=CC=C54
timofibrate,MDAMB231,0.49,inactive,CC(C)(C(=O)N1CSCC1C(=O)O)OC2=CC=C(C=C2)Cl
iguratimod,MDAMB231,0.49,inactive,CS(=O)(=O)NC1=C(C=C2C(=C1)OC=C(C2=O)NC=O)OC3=CC=CC=C3
melatonin,MDAMB231,0.49,inactive,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC
benazepril,MDAMB231,0.48,inactive,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCC3=CC=CC=C3N(C2=O)CC(=O)O
MK-2206,MDAMB231,0.48,inactive,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N
radezolid,MDAMB231,0.48,inactive,CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)C3=CC=C(C=C3)CNCC4=NNN=C4)F
miconazole,MDAMB231,0.48,inactive,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl
AS-601245,MDAMB231,0.47,inactive,C1=CC=C2C(=C1)N=C(S2)C(C#N)C3=NC(=NC=C3)NCCC4=CN=CC=C4
rifaximin,MDAMB231,0.47,inactive,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C
tacalcitol,MDAMB231,0.47,inactive,C[C@H](CC[C@H](C(C)C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C
ercalcitriol,MDAMB231,0.47,inactive,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C
KD-023,MDAMB231,0.46,inactive,CCCCCCCCCCCCCCOC1=CC=C(O1)C(=O)O
methiopril,MDAMB231,0.46,inactive,C[C@@H]1CCC[C@@H](N1C(=O)CCSC(=O)C)C(=O)O
miglitol,MDAMB231,0.46,inactive,C1[C@@H]([C@H]([C@@H]([C@H](N1CCO)CO)O)O)O
DMP-777,MDAMB231,0.45,inactive,CCC[C@H](C1=CC2=C(C=C1)OCO2)NC(=O)N3[C@H](C(C3=O)(CC)CC)OC4=CC=C(C=C4)C(=O)N5CCN(CC5)C
bavisant,MDAMB231,0.45,inactive,C1CC1N2CCN(CC2)C(=O)C3=CC=C(C=C3)CN4CCOCC4
dabigatran-etexilate,MDAMB231,0.45,inactive,CCCCCCOC(=O)NC(=N)C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4
orteronel,MDAMB231,0.44,inactive,CNC(=O)C1=CC2=C(C=C1)C=C(C=C2)[C@]3(CCN4C3=CN=C4)O
epirizole,MDAMB231,0.44,inactive,CC1=CC(=NC(=N1)N2C(=CC(=N2)C)OC)OC
tirofiban,MDAMB231,0.44,inactive,CCCCS(=O)(=O)N[C@@H](CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O
guanadrel,MDAMB231,0.42,inactive,C1CCC2(CC1)OCC(O2)CN=C(N)N
azelastine,MDAMB231,0.42,inactive,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl
theobromine,MDAMB231,0.42,inactive,CN1C=NC2=C1C(=O)NC(=O)N2C
tioconazole,MDAMB231,0.42,inactive,C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC3=C(SC=C3)Cl
BX-912,MDAMB231,0.41,inactive,C1CCN(C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)NCCC4=CN=CN4)Br
anecortave-acetate,MDAMB231,0.4,inactive,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(CC=C3[C@H]2CCC4=CC(=O)CC[C@@]43C)C)O
lamotrigine,MDAMB231,0.39,inactive,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N
SU-11274,MDAMB231,0.34,inactive,CC1=C(NC(=C1C(=O)N2CCN(CC2)C)C)/C=C\3/C4=C(C=CC(=C4)S(=O)(=O)N(C)C5=CC(=CC=C5)Cl)NC3=O
rigosertib,MDAMB231,0.29,inactive,COC1=C(C=C(C=C1)CS(=O)(=O)/C=C/C2=C(C=C(C=C2OC)OC)OC)NCC(=O)O
